Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,8.1,4.6262907982,2.6119550521,4.624,3.376,3.609,1.115,3,0.0,0.385,23.47,16.8,11.8,8.69,7.15,4,-1.0E-30,0.0,0.6787,0.306,0.00171,0.002573,0.005927,-1.0,0.01536,-3.67,-3.29,-2.528,-4.143
0.0152,0.01508,8.1,4.6319513321,2.6119899694,4.63,3.336,3.6129,1.171,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.00171,0.002573,0.005927,-1.0,0.01535,-3.57,-3.216,-2.471,-4.057
0.0152,0.01508,8.1,4.6360163689,2.6120149844,4.634,3.295,3.6168,1.228,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.00171,0.002572,0.005927,-1.0,0.01535,-3.467,-3.137,-2.41,-3.967
0.0152,0.01508,8.1,4.6390304565,2.6120334995,4.637,3.257,3.6203,1.281,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.001711,0.002572,0.005927,-1.0,0.01535,-3.371,-3.063,-2.351,-3.882
0.0152,0.01508,8.1,4.6418714523,2.6120509261,4.639,3.216,3.6241,1.336,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.001711,0.002572,0.005927,-1.0,0.01535,-3.271,-2.984,-2.288,-3.793
0.0152,0.01508,8.1,4.6448369026,2.6120690899,4.642,3.173,3.6282,1.397,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.001711,0.002572,0.005927,-1.0,0.01535,-3.162,-2.898,-2.219,-3.696
0.0152,0.01508,8.1,4.64772892,2.6120867783,4.645,3.132,3.6321,1.454,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6787,0.3059,0.001711,0.002572,0.005927,-1.0,0.01535,-3.059,-2.817,-2.153,-3.604
0.0152,0.01508,8.1,4.6510848999,2.6121072727,4.649,3.088,3.6364,1.515,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3059,0.001711,0.002571,0.005927,-1.0,0.01534,-2.951,-2.731,-2.082,-3.507
0.0152,0.01508,8.1,4.6551399231,2.6121319906,4.653,3.044,3.641,1.577,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3059,0.001711,0.002571,0.005927,-1.0,0.01534,-2.841,-2.645,-2.01,-3.411
0.0152,0.01508,8.1,4.6605296135,2.6121647677,4.658,3.002,3.6462,1.641,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3059,0.001712,0.002571,0.005927,-1.0,0.01534,-2.735,-2.562,-1.942,-3.317
0.0152,0.01508,8.1,4.6697254181,2.6122204907,4.667,2.964,3.6532,1.708,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3059,0.001712,0.00257,0.005927,-1.0,0.01534,-2.641,-2.5,-1.901,-3.239
0.0152,0.01508,8.1,4.6768789291,2.6122636639,4.674,2.952,3.658,1.74,4,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3059,0.001712,0.00257,0.005927,-1.0,0.01533,-2.61,-2.49,-1.905,-3.218
0.0152,0.01508,8.1,4.6826887131,2.6122986158,4.68,2.965,3.6628,1.747,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3058,0.001713,0.00257,0.005927,-1.0,0.01533,-2.642,-2.542,-1.971,-3.259
0.0152,0.01508,8.1,4.6884074211,2.6123329225,4.686,2.989,3.6691,1.748,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6788,0.3058,0.001713,0.002569,0.005927,-1.0,0.01533,-2.703,-2.628,-2.075,-3.332
0.0152,0.01508,8.1,4.6913228035,2.6123503749,4.689,3.011,3.6742,1.747,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.757,-2.7,-2.16,-3.394
0.0152,0.01508,8.1,4.6937651634,2.6123649765,4.691,3.036,3.6804,1.747,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.819,-2.783,-2.255,-3.465
0.0152,0.01508,8.1,4.6954603195,2.6123751007,4.693,3.053,3.6861,1.753,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.862,-2.843,-2.328,-3.514
0.0152,0.01508,8.1,4.6973295212,2.6123862546,4.695,3.069,3.6929,1.765,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.901,-2.903,-2.405,-3.559
0.0152,0.01508,8.1,4.6986446381,2.6123940961,4.696,3.077,3.6979,1.776,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.923,-2.939,-2.454,-3.584
0.0152,0.01508,8.1,4.7004113197,2.6124046221,4.698,3.086,3.7036,1.79,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002569,0.005927,-1.0,0.01532,-2.945,-2.976,-2.506,-3.609
0.0152,0.01508,8.1,4.7036886215,2.6124241244,4.701,3.096,3.7098,1.805,5,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001713,0.002568,0.005927,-1.0,0.01532,-2.97,-3.016,-2.562,-3.636
0.0152,0.01508,8.1,4.7069058418,2.6124432388,4.705,3.098,3.7089,1.8,6,0.0,0.385,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001714,0.002568,0.005927,-1.0,0.01532,-2.975,-3.02,-2.562,-3.641
0.0152,0.01508,8.1,4.717523098,2.6125061061,4.715,3.107,3.7052,1.777,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6789,0.3058,0.001714,0.002568,0.005927,-1.0,0.01531,-2.997,-3.032,-2.566,-3.662
0.0152,0.01508,8.1,4.7586731911,2.6127467205,4.756,3.152,3.704,1.731,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.679,0.3057,0.001716,0.002565,0.005927,-1.0,0.01529,-3.111,-3.143,-2.672,-3.777
0.0152,0.01508,8.1,4.7728238106,2.6128283609,4.771,3.162,3.6975,1.697,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3057,0.001717,0.002564,0.005927,-1.0,0.01528,-3.135,-3.15,-2.662,-3.799
0.0152,0.01508,8.1,4.7817983627,2.6128798506,4.779,3.163,3.6903,1.667,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001717,0.002564,0.005927,-1.0,0.01528,-3.138,-3.133,-2.626,-3.797
0.0152,0.01508,8.1,4.7910680771,2.612932801,4.789,3.156,3.6811,1.638,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001717,0.002563,0.005927,-1.0,0.01528,-3.121,-3.088,-2.558,-3.771
0.0152,0.01508,8.1,4.7993021011,2.6129796381,4.797,3.144,3.6721,1.616,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001718,0.002563,0.005927,-1.0,0.01527,-3.089,-3.027,-2.478,-3.726
0.0152,0.01508,8.1,4.8000001907,2.6129836005,4.798,3.143,3.6713,1.614,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001718,0.002563,0.005927,-1.0,0.01527,-3.086,-3.021,-2.471,-3.722
0.0152,0.01508,8.1,4.800444603,2.6129861223,4.799,3.142,3.6708,1.613,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001718,0.002563,0.005927,-1.0,0.01527,-3.084,-3.018,-2.466,-3.719
0.0152,0.01508,8.1,4.8050713539,2.613012345,4.803,3.13,3.6653,1.602,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6791,0.3056,0.001718,0.002563,0.005927,-1.0,0.01527,-3.056,-2.969,-2.406,-3.68
0.0152,0.01508,8.1,4.8108258247,2.6130448783,4.809,3.116,3.6583,1.589,6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6792,0.3056,0.001718,0.002562,0.005927,-1.0,0.01527,-3.021,-2.905,-2.323,-3.631
0.0152,0.01508,8.1,4.8196978569,2.6130948619,4.818,3.113,3.6482,1.552,6,0.0,0.387,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6792,0.3056,0.001718,0.002562,0.005927,-1.0,0.01527,-3.014,-2.852,-2.24,-3.601
0.0152,0.01508,8.1,4.8241434097,2.6131198279,4.822,3.144,3.6401,1.49,6,0.0,0.387,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.089,-2.888,-2.252,-3.655
0.0152,0.01508,8.1,4.8252496719,2.6131260324,4.823,3.186,3.6336,1.421,6,0.0,0.387,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.196,-2.962,-2.302,-3.746
0.0152,0.01508,8.1,4.8253736496,2.6131267276,4.824,3.2,3.6318,1.4,6,0.0,0.387,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.231,-2.987,-2.321,-3.776
0.0152,0.01508,8.1,4.8254966736,2.6131274173,4.824,3.227,3.6289,1.362,7,0.0,0.387,13.95,10.87,7.79,5.7,4.68,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.298,-3.039,-2.362,-3.836
0.0152,0.01508,8.1,4.8257017136,2.6131285668,4.824,3.259,3.6259,1.318,7,0.0,0.387,15.3,11.76,8.4,6.15,5.05,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.377,-3.1,-2.41,-3.905
0.0152,0.01508,8.1,4.8260555267,2.61313055,4.824,3.231,3.6289,1.358,7,0.0,0.387,14.06,10.94,7.84,5.73,4.71,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.307,-3.048,-2.37,-3.845
0.0152,0.01508,8.1,4.8268094063,2.6131347747,4.825,3.249,3.6264,1.33,7,0.0,0.387,14.92,11.51,8.23,6.02,4.95,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.353,-3.079,-2.392,-3.883
0.0152,0.01508,8.1,4.8271722794,2.6131368076,4.825,3.288,3.6225,1.275,7,0.0,0.387,16.77,12.72,9.05,6.63,5.45,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.451,-3.155,-2.451,-3.969
0.0152,0.01508,8.1,4.8275566101,2.6131389604,4.826,3.327,3.6186,1.221,7,0.0,0.387,18.82,14.03,9.94,7.29,5.99,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.548,-3.229,-2.509,-4.054
0.0152,0.01508,8.1,4.8280305862,2.6131416148,4.826,3.366,3.615,1.168,7,0.0,0.387,21.06,15.44,10.9,8.0,6.58,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.645,-3.303,-2.567,-4.139
0.0152,0.01508,8.1,4.8286094666,2.6131448559,4.827,3.405,3.6113,1.114,7,0.0,0.387,23.58,17.0,11.95,8.79,7.23,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.741,-3.376,-2.624,-4.223
0.0152,0.01508,8.1,4.8292970657,2.6131487045,4.828,3.443,3.6077,1.061,7,0.0,0.387,26.4,18.72,13.1,9.65,7.94,4,-1.0E-30,0.0,0.6792,0.3055,0.001719,0.002562,0.005927,-1.0,0.01528,-3.839,-3.449,-2.68,-4.307
0.0152,0.01508,8.1,4.8300924301,2.6131531547,4.828,3.483,3.604,1.007,7,0.0,0.386,29.61,20.64,14.38,10.61,8.73,4,-1.0E-30,0.0,0.6792,0.3055,0.001718,0.002562,0.005927,-1.0,0.01528,-3.937,-3.522,-2.735,-4.391
0.0152,0.01508,8.1,4.8309488297,2.6131579445,4.829,3.523,3.6003,0.952,7,0.0,0.386,33.27,22.8,15.81,11.68,9.61,4,-2.2E-30,0.0,0.6792,0.3055,0.001716,0.002563,0.005927,-1.0,0.01528,-4.038,-3.597,-2.79,-4.478
0.0152,0.01508,8.1,4.8317832947,2.6131626098,4.83,3.564,3.5964,0.896,7,0.0,0.385,37.48,25.23,17.42,12.89,10.61,4,-2.08E-29,0.0,0.6792,0.3055,0.00171,0.002569,0.005927,-1.0,0.01529,-4.139,-3.667,-2.837,-4.562
0.0152,0.01508,8.1,4.8325381279,2.6131668283,4.831,3.604,3.5926,0.84,7,0.0,0.383,42.22,27.93,19.2,14.23,11.71,4,-3.31E-28,0.0,0.6792,0.3055,0.001703,0.002578,0.005927,-1.0,0.01529,-4.241,-3.738,-2.884,-4.647
0.0152,0.01508,8.1,4.8332104683,2.6131705845,4.831,3.645,3.5884,0.782,7,0.0,0.382,47.69,30.99,21.2,15.73,12.95,4,-5.26E-17,0.0,0.6792,0.3055,0.001697,0.002586,0.005927,-1.0,0.01534,-4.343,-3.804,-2.923,-4.728
0.0152,0.01508,8.1,4.8338074684,2.6131739187,4.832,3.686,3.584,0.724,7,0.0,0.381,53.94,34.42,23.43,17.42,14.34,4,-1.58E-16,0.0,0.6792,0.3054,0.001692,0.002592,0.005927,-1.0,0.01538,-4.444,-3.864,-2.951,-4.807
0.0152,0.01508,8.1,4.8343477249,2.6131769353,4.832,3.726,3.5801,0.669,7,0.0,0.38,60.68,38.05,25.79,19.2,15.82,4,-8.38E-9,0.0,0.6792,0.3054,0.001688,0.002597,0.005927,-1.0,0.01541,-4.544,-3.928,-2.987,-4.887
0.0152,0.01508,8.1,4.8348484039,2.6131797301,4.832,3.765,3.5762,0.614,7,0.0,0.379,68.25,42.06,28.38,21.15,17.43,4,-1.08E-8,0.0,0.6792,0.3054,0.001684,0.002603,0.005926,-1.0,0.01542,-4.644,-3.985,-3.005,-4.962
0.0152,0.01508,8.1,4.8353176117,2.6131823487,4.832,3.805,3.5722,0.558,7,0.0,0.378,76.77,46.49,31.23,23.31,19.22,4,-1.6E-8,0.0,0.6791,0.3054,0.00168,0.002608,0.005924,-1.0,0.01545,-4.743,-4.039,-3.021,-5.036
0.0152,0.01508,8.1,4.8357572556,2.6131848018,4.832,3.845,3.5681,0.502,7,0.0,0.378,86.51,51.48,34.42,25.73,21.22,3,-2.4E-8,0.0,0.6791,0.3055,0.001677,0.002616,0.00592,-1.0,0.01539,-4.842,-4.088,-3.023,-5.107
0.0152,0.01508,8.1,4.8361678123,2.6131870921,4.832,3.884,3.564,0.445,7,0.0,0.377,97.47,56.98,37.93,28.4,23.42,3,-3.6E-8,0.0,0.679,0.3056,0.001674,0.002626,0.005912,-1.0,0.01541,-4.941,-4.13,-3.008,-5.173
0.0152,0.01508,8.1,4.8365559578,2.6131892569,4.831,3.923,3.5598,0.39,7,0.0,0.378,109.67,63.01,41.74,31.3,25.82,3,-5.37E-8,0.0,0.6785,0.3061,0.001671,0.002641,0.0059,-1.0,0.01539,-5.038,-4.171,-2.992,-5.238
0.0152,0.01508,8.1,4.8369383812,2.6131913895,4.83,3.962,3.5557,0.335,7,0.0,0.377,123.17,69.56,45.88,34.46,28.43,3,-7.95E-8,0.0,0.6768,0.3078,0.001665,0.002664,0.005882,-1.0,0.01537,-5.134,-4.2,-2.947,-5.294
0.0152,0.01508,8.1,4.8373212814,2.6131935243,4.828,4.001,3.5513,0.278,7,0.0,0.378,139.0,77.11,50.63,38.08,31.43,3,-1.19E-7,0.0,0.6676,0.317,0.001644,0.002759,0.005804,-1.0,0.01541,-5.232,-4.227,-2.896,-5.35
0.0152,0.01508,8.1,4.8376379013,2.6131952893,4.826,4.044,3.5456,0.212,7,0.0,0.378,159.8,86.84,56.71,42.73,35.27,3,-1.87E-7,0.0,0.6464,0.3382,0.001594,0.002978,0.005625,-1.0,0.01539,-5.339,-4.228,-2.772,-5.391
0.0152,0.01508,8.1,4.8378806114,2.6131966421,4.822,4.085,3.5401,0.149,7,0.0,0.378,182.74,97.36,63.25,47.74,39.42,3,-2.89E-7,0.0,0.6346,0.35,0.001567,0.003099,0.005527,-1.0,0.01537,-5.442,-4.228,-2.646,-5.428
0.0152,0.01508,8.1,4.8380947113,2.6131978353,4.818,4.126,3.5349,0.087,7,0.0,0.378,208.35,108.88,70.38,53.21,43.95,3,-4.4E-7,0.0,0.6295,0.3551,0.001555,0.003152,0.005483,-1.0,0.01537,-5.544,-4.214,-2.495,-5.45
0.0152,0.01508,8.1,4.8382906914,2.6131989274,4.811,4.165,3.5298,0.026,7,0.0,0.378,236.72,121.41,78.09,59.14,48.86,2,-6.64E-7,0.01,0.6266,0.358,0.001548,0.003181,0.005459,-1.0,0.01537,-5.643,-4.193,-2.332,-5.465
0.0152,0.01508,8.1,4.8384866714,2.6132000195,4.802,4.205,3.5246,-0.035,7,0.0,0.378,269.39,135.58,86.77,65.83,54.4,2,-1.0E-6,0.01,0.6246,0.36,0.001544,0.003202,0.005443,-1.0,0.01537,-5.741,-4.138,-2.112,-5.446
0.0152,0.01508,8.1,4.8386697769,2.6132010397,4.787,4.241,3.5196,-0.092,7,0.0,0.378,303.71,150.23,95.7,72.71,60.1,2,-1.48E-6,0.03,0.6236,0.361,0.001541,0.003212,0.005434,-1.0,0.01536,-5.831,-4.069,-1.874,-5.412
0.0152,0.01508,8.1,4.8388600349,2.6132020996,4.765,4.275,3.5145,-0.149,7,0.0,0.378,342.14,166.39,105.49,80.29,66.38,2,-2.17E-6,0.05,0.6231,0.3616,0.00154,0.003217,0.00543,-1.0,0.01537,-5.919,-3.951,-1.563,-5.33
0.0152,0.01508,8.1,4.8391704559,2.6132038288,4.713,4.284,3.5124,-0.171,7,0.0,0.378,356.55,172.58,109.21,83.2,68.79,2,-2.46E-6,0.06,0.6228,0.3619,0.00154,0.003221,0.005427,-1.0,0.01537,-5.94,-3.879,-1.404,-5.274
0.0152,0.01508,8.1,4.8392400742,2.6132042165,4.702,4.25,3.5168,-0.12,7,0.0,0.378,320.11,157.42,100.03,76.11,62.91,2,-1.74E-6,0.04,0.6227,0.3619,0.00154,0.003221,0.005427,-1.0,0.01537,-5.855,-3.985,-1.689,-5.347
0.0152,0.01508,8.1,4.8392658234,2.61320436,4.7,4.21,3.522,-0.06,7,0.0,0.378,281.59,141.08,90.09,68.44,56.55,2,-1.16E-6,0.02,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.755,-4.077,-1.968,-5.401
0.0152,0.01508,8.1,4.8392801285,2.6132044396,4.699,4.167,3.5276,0.005,7,0.0,0.378,245.23,125.35,80.47,61.02,50.41,2,-7.36E-7,0.01,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.647,-4.134,-2.204,-5.42
0.0152,0.01508,8.1,4.8392906189,2.6132044981,4.698,4.135,3.5315,0.053,7,0.0,0.378,221.7,114.99,74.11,56.13,46.36,2,-5.31E-7,0.0,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.567,-4.16,-2.35,-5.42
0.0152,0.01508,8.1,4.8393096924,2.6132046043,4.698,4.157,3.5288,0.02,7,0.0,0.378,237.88,122.13,78.49,59.5,49.15,2,-6.69E-7,0.01,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.623,-4.145,-2.253,-5.423
0.0152,0.01508,8.1,4.8393249512,2.6132046893,4.697,4.191,3.5244,-0.032,7,0.0,0.378,265.26,134.06,85.8,65.13,53.81,2,-9.55E-7,0.01,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.708,-4.103,-2.073,-5.411
0.0152,0.01508,8.1,4.8393478394,2.6132048168,4.695,4.222,3.5203,-0.079,7,0.0,0.378,293.21,146.06,93.12,70.78,58.49,2,-1.31E-6,0.02,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.786,-4.056,-1.891,-5.392
0.0152,0.01508,8.1,4.8394050598,2.6132051355,4.69,4.248,3.5169,-0.119,7,0.0,0.378,318.6,156.83,99.66,75.83,62.68,2,-1.7E-6,0.03,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.849,-3.984,-1.692,-5.345
0.0152,0.01508,8.1,4.8394269943,2.6132052576,4.687,4.232,3.5189,-0.095,7,0.0,0.378,303.1,150.29,95.69,72.76,60.14,2,-1.45E-6,0.03,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.81,-4.026,-1.81,-5.373
0.0152,0.01508,8.1,4.8394412994,2.6132053373,4.686,4.261,3.5151,-0.139,7,0.849,0.378,332.57,162.71,103.23,78.59,64.96,2,-1.97E-6,0.04,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.881,-3.943,-1.581,-5.317
0.0152,0.01508,8.1,4.8394656181,2.6132054727,4.682,4.28,3.5125,-0.169,7,0.849,0.378,354.4,171.82,108.74,82.85,68.5,2,-2.4E-6,0.06,0.6227,0.3619,0.00154,0.003221,0.005426,-1.0,0.01537,-5.93,-3.877,-1.408,-5.271
0.0152,0.01508,8.1,4.8394813538,2.6132055604,4.681,4.28,3.5125,-0.17,8,0.849,0.4,354.43,171.83,108.75,82.86,68.5,2,-2.42E-6,0.06,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.93,-3.876,-1.407,-5.27
0.0152,0.01508,8.1,4.8394823074,2.6132055657,4.68,4.399,3.4966,-0.352,8,0.849,0.4,470.74,239.11,149.09,114.16,94.45,2,-8.36E-6,0.25,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.228,-3.309,-0.176,-4.829
0.0152,0.01508,8.1,4.8394818306,2.613205563,4.68,4.439,3.4913,-0.414,8,0.849,0.4,514.45,267.14,165.74,127.11,105.2,2,-1.27E-5,0.4,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.328,-3.007,0.373,-4.579
0.0152,0.01508,8.1,4.8394827843,2.6132055683,4.68,4.379,3.4993,-0.322,8,0.849,0.4,450.21,226.16,141.37,108.16,89.47,2,-6.78E-6,0.19,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.177,-3.448,-0.435,-4.944
0.0152,0.01508,8.1,4.8394851685,2.6132055816,4.679,4.287,3.5114,-0.182,8,0.849,0.4,363.59,175.63,111.04,84.64,69.97,2,-2.62E-6,0.06,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.948,-3.841,-1.323,-5.245
0.0152,0.01508,8.1,4.8394889832,2.6132056028,4.679,4.192,3.5239,-0.036,8,0.849,0.4,267.36,135.01,86.38,65.58,54.19,2,-9.73E-7,0.01,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.71,-4.091,-2.047,-5.403
0.0152,0.01508,8.1,4.8394942284,2.6132056321,4.678,4.234,3.5184,-0.101,8,0.849,0.4,306.27,151.66,96.52,73.41,60.67,2,-1.51E-6,0.03,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.815,-4.01,-1.772,-5.36
0.0152,0.01508,8.1,4.8395013809,2.6132056719,4.676,4.267,3.514,-0.151,8,0.849,0.4,340.51,166.06,105.25,80.16,66.27,2,-2.12E-6,0.04,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.897,-3.913,-1.508,-5.295
0.0152,0.01508,8.1,4.8395109177,2.613205725,4.674,4.288,3.5111,-0.183,8,0.849,0.4,364.71,176.12,111.33,84.87,70.16,2,-2.64E-6,0.07,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.949,-3.833,-1.305,-5.237
0.0152,0.01508,8.1,4.8395233154,2.613205794,4.671,4.301,3.5093,-0.204,8,0.849,0.4,379.85,182.93,115.44,88.05,72.8,2,-3.04E-6,0.08,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.982,-3.776,-1.171,-5.195
0.0152,0.01508,8.1,4.8395390511,2.6132058817,4.668,4.311,3.5078,-0.221,8,0.849,0.4,389.17,188.55,118.82,90.67,74.97,2,-3.4E-6,0.09,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.009,-3.731,-1.069,-5.161
0.0152,0.01508,8.1,4.8395576477,2.6132059852,4.664,4.322,3.5062,-0.239,8,0.85,0.4,399.11,194.59,122.45,93.49,77.31,2,-3.82E-6,0.11,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.036,-3.672,-0.943,-5.115
0.0152,0.01508,8.1,4.8395576477,2.6132059852,4.663,4.519,3.4801,-0.54,8,0.85,0.4,617.02,335.33,205.91,158.47,131.22,2,-2.95E-5,0.99,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.528,-2.007,1.985,-3.726
0.0152,0.01508,8.1,4.8395581245,2.6132059879,4.663,4.482,3.4851,-0.483,8,0.85,0.4,568.02,302.4,186.55,143.36,118.68,2,-2.0E-5,0.66,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.434,-2.545,1.123,-4.187
0.0152,0.01508,8.1,4.8395595551,2.6132059959,4.663,4.421,3.4931,-0.39,8,0.85,0.4,496.86,255.84,159.02,121.9,100.87,2,-1.07E-5,0.34,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.283,-3.113,0.176,-4.666
0.0152,0.01508,8.1,4.8395619392,2.6132060091,4.662,4.329,3.5052,-0.25,8,0.85,0.4,405.39,198.42,124.75,95.27,78.79,2,-4.1E-6,0.13,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-6.053,-3.632,-0.859,-5.083
0.0152,0.01508,8.1,4.8395657539,2.6132060304,4.661,4.233,3.518,-0.102,8,0.85,0.4,306.87,151.97,96.7,73.56,60.79,2,-1.5E-6,0.03,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.811,-3.993,-1.744,-5.346
0.0152,0.01508,8.1,4.839571476,2.6132060623,4.66,4.273,3.5126,-0.164,8,0.85,0.4,349.49,169.87,107.55,81.95,67.74,2,-2.29E-6,0.05,0.6227,0.362,0.001633,0.003222,0.005441,-1.0,0.01532,-5.912,-3.874,-1.417,-5.266
